                       	strtok
Length  154/11, alignment  0/ 0, fail:	217.093
Length  154/11, alignment  0/ 3, found:	288.979
Length  154/11, alignment  0/ 3, fail:	209.39
Length  154/11, alignment  0/ 9, found:	296.003
Length  154/11, alignment  0/ 9, fail:	209.344
Length  154/11, alignment  0/15, found:	296.173
Length  154/11, alignment  0/15, fail:	265.422
Length  154/11, alignment  3/ 0, found:	331.273
Length  154/11, alignment  3/ 0, fail:	208.938
Length  154/11, alignment  3/ 3, found:	302.156
Length  154/11, alignment  3/ 3, fail:	208.935
Length  154/11, alignment  3/ 9, found:	289.307
Length  154/11, alignment  3/ 9, fail:	220.375
Length  154/11, alignment  3/15, found:	289.047
Length  154/11, alignment  3/15, fail:	218.725
Length  154/11, alignment  9/ 0, found:	288.866
Length  154/11, alignment  9/ 0, fail:	208.782
Length  154/11, alignment  9/ 3, found:	302.947
Length  154/11, alignment  9/ 3, fail:	208.841
Length  154/11, alignment  9/ 9, found:	298.374
Length  154/11, alignment  9/ 9, fail:	208.872
Length  154/11, alignment  9/15, found:	296.778
Length  154/11, alignment  9/15, fail:	208.618
Length  154/11, alignment 15/ 0, found:	298.557
Length  154/11, alignment 15/ 0, fail:	210.113
Length  154/11, alignment 15/ 3, found:	290.646
Length  154/11, alignment 15/ 3, fail:	220.077
Length  154/11, alignment 15/ 9, found:	294.995
Length  154/11, alignment 15/ 9, fail:	217.925
Length  154/11, alignment 15/15, found:	290.53
Length  154/11, alignment 15/15, fail:	209.421
Length  165/11, alignment  0/ 0, found:	308.122
Length  165/11, alignment  0/ 0, fail:	210.382
Length  165/11, alignment  0/ 3, found:	309.74
Length  165/11, alignment  0/ 3, fail:	209.476
Length  165/11, alignment  0/ 9, found:	316.262
Length  165/11, alignment  0/ 9, fail:	210.921
Length  165/11, alignment  0/15, found:	314.646
Length  165/11, alignment  0/15, fail:	209.17
Length  165/11, alignment  3/ 0, found:	302.73
Length  165/11, alignment  3/ 0, fail:	218.484
Length  165/11, alignment  3/ 3, found:	301.568
Length  165/11, alignment  3/ 3, fail:	209.964
Length  165/11, alignment  3/ 9, found:	303.33
Length  165/11, alignment  3/ 9, fail:	219.421
Length  165/11, alignment  3/15, found:	301.762
Length  165/11, alignment  3/15, fail:	219.51
Length  165/11, alignment  9/ 0, found:	302.292
Length  165/11, alignment  9/ 0, fail:	209.311
Length  165/11, alignment  9/ 3, found:	309.098
Length  165/11, alignment  9/ 3, fail:	209.645
Length  165/11, alignment  9/ 9, found:	312.17
Length  165/11, alignment  9/ 9, fail:	226.616
Length  165/11, alignment  9/15, found:	310.012
Length  165/11, alignment  9/15, fail:	209.651
Length  165/11, alignment 15/ 0, found:	312.702
Length  165/11, alignment 15/ 0, fail:	209.921
Length  165/11, alignment 15/ 3, found:	300.958
Length  165/11, alignment 15/ 3, fail:	216.245
Length  165/11, alignment 15/ 9, found:	301.207
Length  165/11, alignment 15/ 9, fail:	223.836
Length  165/11, alignment 15/15, found:	301.611
Length  165/11, alignment 15/15, fail:	209.977
Length   24/12, alignment  0/ 0, found:	164.203
Length   24/12, alignment  0/ 0, fail:	213.008
Length   24/12, alignment  0/ 3, found:	167.746
Length   24/12, alignment  0/ 3, fail:	212.468
Length   24/12, alignment  0/ 9, found:	158.524
Length   24/12, alignment  0/ 9, fail:	214.804
Length   24/12, alignment  0/15, found:	165.673
Length   24/12, alignment  0/15, fail:	224.866
Length   24/12, alignment  3/ 0, found:	184.463
Length   24/12, alignment  3/ 0, fail:	220.303
Length   24/12, alignment  3/ 3, found:	161.03
Length   24/12, alignment  3/ 3, fail:	221.686
Length   24/12, alignment  3/ 9, found:	181.227
Length   24/12, alignment  3/ 9, fail:	212.949
Length   24/12, alignment  3/15, found:	193.427
Length   24/12, alignment  3/15, fail:	212.851
Length   24/12, alignment  9/ 0, found:	157.03
Length   24/12, alignment  9/ 0, fail:	211.803
Length   24/12, alignment  9/ 3, found:	165.095
Length   24/12, alignment  9/ 3, fail:	211.721
Length   24/12, alignment  9/ 9, found:	166.997
Length   24/12, alignment  9/ 9, fail:	211.185
Length   24/12, alignment  9/15, found:	155.431
Length   24/12, alignment  9/15, fail:	211.636
Length   24/12, alignment 15/ 0, found:	163.214
Length   24/12, alignment 15/ 0, fail:	211.356
Length   24/12, alignment 15/ 3, found:	155.789
Length   24/12, alignment 15/ 3, fail:	221.134
Length   24/12, alignment 15/ 9, found:	156.72
Length   24/12, alignment 15/ 9, fail:	212.193
Length   24/12, alignment 15/15, found:	165.39
Length   24/12, alignment 15/15, fail:	211.679
Length   36/12, alignment  0/ 0, found:	168.073
Length   36/12, alignment  0/ 0, fail:	220.844
Length   36/12, alignment  0/ 3, found:	167.551
Length   36/12, alignment  0/ 3, fail:	211.238
Length   36/12, alignment  0/ 9, found:	167.356
Length   36/12, alignment  0/ 9, fail:	218.882
Length   36/12, alignment  0/15, found:	169.557
Length   36/12, alignment  0/15, fail:	222.126
Length   36/12, alignment  3/ 0, found:	168.281
Length   36/12, alignment  3/ 0, fail:	213.363
Length   36/12, alignment  3/ 3, found:	168.728
Length   36/12, alignment  3/ 3, fail:	219.243
Length   36/12, alignment  3/ 9, found:	168.41
Length   36/12, alignment  3/ 9, fail:	221.748
Length   36/12, alignment  3/15, found:	168.134
Length   36/12, alignment  3/15, fail:	212.148
Length   36/12, alignment  9/ 0, found:	167.823
Length   36/12, alignment  9/ 0, fail:	218.806
Length   36/12, alignment  9/ 3, found:	168.421
Length   36/12, alignment  9/ 3, fail:	221.884
Length   36/12, alignment  9/ 9, found:	167.609
Length   36/12, alignment  9/ 9, fail:	211.679
Length   36/12, alignment  9/15, found:	167.863
Length   36/12, alignment  9/15, fail:	218.003
Length   36/12, alignment 15/ 0, found:	168.621
Length   36/12, alignment 15/ 0, fail:	221.174
Length   36/12, alignment 15/ 3, found:	168.124
Length   36/12, alignment 15/ 3, fail:	211.71
Length   36/12, alignment 15/ 9, found:	168.179
Length   36/12, alignment 15/ 9, fail:	218.349
Length   36/12, alignment 15/15, found:	167.884
Length   36/12, alignment 15/15, fail:	222.474
Length   48/12, alignment  0/ 0, found:	181.114
Length   48/12, alignment  0/ 0, fail:	211.979
Length   48/12, alignment  0/ 3, found:	182.061
Length   48/12, alignment  0/ 3, fail:	221.093
Length   48/12, alignment  0/ 9, found:	182.089
Length   48/12, alignment  0/ 9, fail:	221.084
Length   48/12, alignment  0/15, found:	180.537
Length   48/12, alignment  0/15, fail:	212.303
Length   48/12, alignment  3/ 0, found:	180.761
Length   48/12, alignment  3/ 0, fail:	220.1
Length   48/12, alignment  3/ 3, found:	182.813
Length   48/12, alignment  3/ 3, fail:	248.42
Length   48/12, alignment  3/ 9, found:	181.346
Length   48/12, alignment  3/ 9, fail:	211.265
Length   48/12, alignment  3/15, found:	180.34
Length   48/12, alignment  3/15, fail:	223.064
Length   48/12, alignment  9/ 0, found:	180.436
Length   48/12, alignment  9/ 0, fail:	224.762
Length   48/12, alignment  9/ 3, found:	180.56
Length   48/12, alignment  9/ 3, fail:	211.057
Length   48/12, alignment  9/ 9, found:	180.101
Length   48/12, alignment  9/ 9, fail:	211.615
Length   48/12, alignment  9/15, found:	180.849
Length   48/12, alignment  9/15, fail:	219.882
Length   48/12, alignment 15/ 0, found:	263.933
Length   48/12, alignment 15/ 0, fail:	211.186
Length   48/12, alignment 15/ 3, found:	191.414
Length   48/12, alignment 15/ 3, fail:	211.271
Length   48/12, alignment 15/ 9, found:	190.73
Length   48/12, alignment 15/ 9, fail:	211.111
Length   48/12, alignment 15/15, found:	180.023
Length   48/12, alignment 15/15, fail:	210.989
Length   60/12, alignment  0/ 0, found:	200.21
Length   60/12, alignment  0/ 0, fail:	211.568
Length   60/12, alignment  0/ 3, found:	201.149
Length   60/12, alignment  0/ 3, fail:	210.953
Length   60/12, alignment  0/ 9, found:	192.536
Length   60/12, alignment  0/ 9, fail:	210.59
Length   60/12, alignment  0/15, found:	198.706
Length   60/12, alignment  0/15, fail:	211.241
Length   60/12, alignment  3/ 0, found:	200.543
Length   60/12, alignment  3/ 0, fail:	210.989
Length   60/12, alignment  3/ 3, found:	192.692
Length   60/12, alignment  3/ 3, fail:	217.78
Length   60/12, alignment  3/ 9, found:	192.802
Length   60/12, alignment  3/ 9, fail:	210.979
Length   60/12, alignment  3/15, found:	201.739
Length   60/12, alignment  3/15, fail:	211.31
Length   60/12, alignment  9/ 0, found:	192.815
Length   60/12, alignment  9/ 0, fail:	220.433
Length   60/12, alignment  9/ 3, found:	192.771
Length   60/12, alignment  9/ 3, fail:	219.688
Length   60/12, alignment  9/ 9, found:	192.995
Length   60/12, alignment  9/ 9, fail:	210.843
Length   60/12, alignment  9/15, found:	192.287
Length   60/12, alignment  9/15, fail:	220.688
Length   60/12, alignment 15/ 0, found:	194.276
Length   60/12, alignment 15/ 0, fail:	219.692
Length   60/12, alignment 15/ 3, found:	193.505
Length   60/12, alignment 15/ 3, fail:	211.843
Length   60/12, alignment 15/ 9, found:	194.862
Length   60/12, alignment 15/ 9, fail:	221.388
Length   60/12, alignment 15/15, found:	207.726
Length   60/12, alignment 15/15, fail:	232.912
Length   72/12, alignment  0/ 0, found:	205.741
Length   72/12, alignment  0/ 0, fail:	211.556
Length   72/12, alignment  0/ 3, found:	214.936
Length   72/12, alignment  0/ 3, fail:	211.281
Length   72/12, alignment  0/ 9, found:	214.58
Length   72/12, alignment  0/ 9, fail:	210.633
Length   72/12, alignment  0/15, found:	205.396
Length   72/12, alignment  0/15, fail:	211.04
Length   72/12, alignment  3/ 0, found:	217.316
Length   72/12, alignment  3/ 0, fail:	212.132
Length   72/12, alignment  3/ 3, found:	213.444
Length   72/12, alignment  3/ 3, fail:	212.169
Length   72/12, alignment  3/ 9, found:	205.698
Length   72/12, alignment  3/ 9, fail:	223.316
Length   72/12, alignment  3/15, found:	207.428
Length   72/12, alignment  3/15, fail:	212.194
Length   72/12, alignment  9/ 0, found:	214.84
Length   72/12, alignment  9/ 0, fail:	211.444
Length   72/12, alignment  9/ 3, found:	205.701
Length   72/12, alignment  9/ 3, fail:	221.196
Length   72/12, alignment  9/ 9, found:	207.413
Length   72/12, alignment  9/ 9, fail:	222.161
Length   72/12, alignment  9/15, found:	205.682
Length   72/12, alignment  9/15, fail:	211.868
Length   72/12, alignment 15/ 0, found:	205.941
Length   72/12, alignment 15/ 0, fail:	212.056
Length   72/12, alignment 15/ 3, found:	206.955
Length   72/12, alignment 15/ 3, fail:	223.065
Length   72/12, alignment 15/ 9, found:	206.455
Length   72/12, alignment 15/ 9, fail:	214.976
Length   72/12, alignment 15/15, found:	212.835
Length   72/12, alignment 15/15, fail:	211.628
Length   84/12, alignment  0/ 0, found:	227.963
Length   84/12, alignment  0/ 0, fail:	212.504
Length   84/12, alignment  0/ 3, found:	217.736
Length   84/12, alignment  0/ 3, fail:	211.731
Length   84/12, alignment  0/ 9, found:	218.152
Length   84/12, alignment  0/ 9, fail:	212.333
Length   84/12, alignment  0/15, found:	301.867
Length   84/12, alignment  0/15, fail:	230.695
Length   84/12, alignment  3/ 0, found:	232.05
Length   84/12, alignment  3/ 0, fail:	211.29
Length   84/12, alignment  3/ 3, found:	217.364
Length   84/12, alignment  3/ 3, fail:	225.483
Length   84/12, alignment  3/ 9, found:	218.345
Length   84/12, alignment  3/ 9, fail:	211.515
Length   84/12, alignment  3/15, found:	228.602
Length   84/12, alignment  3/15, fail:	210.747
Length   84/12, alignment  9/ 0, found:	227.27
Length   84/12, alignment  9/ 0, fail:	211.185
Length   84/12, alignment  9/ 3, found:	217.181
Length   84/12, alignment  9/ 3, fail:	224.652
Length   84/12, alignment  9/ 9, found:	218.224
Length   84/12, alignment  9/ 9, fail:	220.719
Length   84/12, alignment  9/15, found:	217.947
Length   84/12, alignment  9/15, fail:	211.463
Length   84/12, alignment 15/ 0, found:	217.709
Length   84/12, alignment 15/ 0, fail:	222.854
Length   84/12, alignment 15/ 3, found:	217.648
Length   84/12, alignment 15/ 3, fail:	219.904
Length   84/12, alignment 15/ 9, found:	217.831
Length   84/12, alignment 15/ 9, fail:	211.05
Length   84/12, alignment 15/15, found:	224.757
Length   84/12, alignment 15/15, fail:	211.597
Length   96/12, alignment  0/ 0, found:	241.023
Length   96/12, alignment  0/ 0, fail:	212.527
Length   96/12, alignment  0/ 3, found:	232.45
Length   96/12, alignment  0/ 3, fail:	221.542
Length   96/12, alignment  0/ 9, found:	233.069
Length   96/12, alignment  0/ 9, fail:	223.945
Length   96/12, alignment  0/15, found:	234.141
Length   96/12, alignment  0/15, fail:	215.397
Length   96/12, alignment  3/ 0, found:	260.822
Length   96/12, alignment  3/ 0, fail:	214.686
Length   96/12, alignment  3/ 3, found:	259.009
Length   96/12, alignment  3/ 3, fail:	212.468
Length   96/12, alignment  3/ 9, found:	236.635
Length   96/12, alignment  3/ 9, fail:	213.842
Length   96/12, alignment  3/15, found:	234.971
Length   96/12, alignment  3/15, fail:	225.648
Length   96/12, alignment  9/ 0, found:	231.917
Length   96/12, alignment  9/ 0, fail:	212.423
Length   96/12, alignment  9/ 3, found:	233.497
Length   96/12, alignment  9/ 3, fail:	222.082
Length   96/12, alignment  9/ 9, found:	252.29
Length   96/12, alignment  9/ 9, fail:	212.376
Length   96/12, alignment  9/15, found:	230.168
Length   96/12, alignment  9/15, fail:	210.807
Length   96/12, alignment 15/ 0, found:	241.159
Length   96/12, alignment 15/ 0, fail:	211.116
Length   96/12, alignment 15/ 3, found:	240.538
Length   96/12, alignment 15/ 3, fail:	210.85
Length   96/12, alignment 15/ 9, found:	230.193
Length   96/12, alignment 15/ 9, fail:	217.16
Length   96/12, alignment 15/15, found:	229.942
Length   96/12, alignment 15/15, fail:	218.684
Length  108/12, alignment  0/ 0, found:	242.362
Length  108/12, alignment  0/ 0, fail:	211.235
Length  108/12, alignment  0/ 3, found:	251.01
Length  108/12, alignment  0/ 3, fail:	210.682
Length  108/12, alignment  0/ 9, found:	250.173
Length  108/12, alignment  0/ 9, fail:	210.839
Length  108/12, alignment  0/15, found:	242.312
Length  108/12, alignment  0/15, fail:	216.854
Length  108/12, alignment  3/ 0, found:	241.907
Length  108/12, alignment  3/ 0, fail:	219.327
Length  108/12, alignment  3/ 3, found:	241.966
Length  108/12, alignment  3/ 3, fail:	210.109
Length  108/12, alignment  3/ 9, found:	241.695
Length  108/12, alignment  3/ 9, fail:	216.357
Length  108/12, alignment  3/15, found:	242.201
Length  108/12, alignment  3/15, fail:	218.29
Length  108/12, alignment  9/ 0, found:	242.025
Length  108/12, alignment  9/ 0, fail:	210.685
Length  108/12, alignment  9/ 3, found:	247.823
Length  108/12, alignment  9/ 3, fail:	210.117
Length  108/12, alignment  9/ 9, found:	249.404
Length  108/12, alignment  9/ 9, fail:	211.659
Length  108/12, alignment  9/15, found:	242.302
Length  108/12, alignment  9/15, fail:	216.674
Length  108/12, alignment 15/ 0, found:	242.269
Length  108/12, alignment 15/ 0, fail:	218.104
Length  108/12, alignment 15/ 3, found:	242.25
Length  108/12, alignment 15/ 3, fail:	210.431
Length  108/12, alignment 15/ 9, found:	249.626
Length  108/12, alignment 15/ 9, fail:	210.953
Length  108/12, alignment 15/15, found:	250.81
Length  108/12, alignment 15/15, fail:	211.388
Length  120/12, alignment  0/ 0, found:	254.751
Length  120/12, alignment  0/ 0, fail:	219.535
Length  120/12, alignment  0/ 3, found:	254.521
Length  120/12, alignment  0/ 3, fail:	218.771
Length  120/12, alignment  0/ 9, found:	254.822
Length  120/12, alignment  0/ 9, fail:	211.429
Length  120/12, alignment  0/15, found:	261.141
Length  120/12, alignment  0/15, fail:	214.856
Length  120/12, alignment  3/ 0, found:	268.948
Length  120/12, alignment  3/ 0, fail:	211.004
Length  120/12, alignment  3/ 3, found:	253.994
Length  120/12, alignment  3/ 3, fail:	217.176
Length  120/12, alignment  3/ 9, found:	254.62
Length  120/12, alignment  3/ 9, fail:	217.831
Length  120/12, alignment  3/15, found:	254.574
Length  120/12, alignment  3/15, fail:	211.34
Length  120/12, alignment  9/ 0, found:	261.191
Length  120/12, alignment  9/ 0, fail:	210.394
Length  120/12, alignment  9/ 3, found:	262.203
Length  120/12, alignment  9/ 3, fail:	211.553
Length  120/12, alignment  9/ 9, found:	255.022
Length  120/12, alignment  9/ 9, fail:	219.259
Length  120/12, alignment  9/15, found:	254.666
Length  120/12, alignment  9/15, fail:	218.464
Length  120/12, alignment 15/ 0, found:	255.015
Length  120/12, alignment 15/ 0, fail:	211.884
Length  120/12, alignment 15/ 3, found:	262.484
Length  120/12, alignment 15/ 3, fail:	211.981
Length  120/12, alignment 15/ 9, found:	263.321
Length  120/12, alignment 15/ 9, fail:	210.757
Length  120/12, alignment 15/15, found:	256.217
Length  120/12, alignment 15/15, fail:	212.125
Length  132/12, alignment  0/ 0, found:	274.047
Length  132/12, alignment  0/ 0, fail:	219.61
Length  132/12, alignment  0/ 3, found:	267.433
Length  132/12, alignment  0/ 3, fail:	211.197
Length  132/12, alignment  0/ 9, found:	274.355
Length  132/12, alignment  0/ 9, fail:	211.481
Length  132/12, alignment  0/15, found:	276.125
Length  132/12, alignment  0/15, fail:	210.83
Length  132/12, alignment  3/ 0, found:	270.591
Length  132/12, alignment  3/ 0, fail:	280.319
Length  132/12, alignment  3/ 3, found:	295.492
Length  132/12, alignment  3/ 3, fail:	226.186
Length  132/12, alignment  3/ 9, found:	266.821
Length  132/12, alignment  3/ 9, fail:	210.291
Length  132/12, alignment  3/15, found:	276.386
Length  132/12, alignment  3/15, fail:	210.553
