                       	strsep
Length   30/6, alignment  9/ 3, found:	88.2322
Length   30/6, alignment  9/ 3, fail:	100.537
Length   30/6, alignment  9/ 9, found:	89.3696
Length   30/6, alignment  9/ 9, fail:	100.572
Length   30/6, alignment  9/15, found:	86.4531
Length   30/6, alignment  9/15, fail:	102.499
Length   30/6, alignment 15/ 0, found:	86.4419
Length   30/6, alignment 15/ 0, fail:	102.195
Length   30/6, alignment 15/ 3, found:	88.3872
Length   30/6, alignment 15/ 3, fail:	100.551
Length   30/6, alignment 15/ 9, found:	88.7454
Length   30/6, alignment 15/ 9, fail:	102.704
Length   30/6, alignment 15/15, found:	86.439
Length   30/6, alignment 15/15, fail:	102.302
Length   36/6, alignment  0/ 0, found:	91.5146
Length   36/6, alignment  0/ 0, fail:	107.043
Length   36/6, alignment  0/ 3, found:	91.293
Length   36/6, alignment  0/ 3, fail:	108.429
Length   36/6, alignment  0/ 9, found:	89.5083
Length   36/6, alignment  0/ 9, fail:	108.663
Length   36/6, alignment  0/15, found:	91.4109
Length   36/6, alignment  0/15, fail:	106.424
Length   36/6, alignment  3/ 0, found:	95.2766
Length   36/6, alignment  3/ 0, fail:	108.252
Length   36/6, alignment  3/ 3, found:	93.5671
Length   36/6, alignment  3/ 3, fail:	108.428
Length   36/6, alignment  3/ 9, found:	95.7639
Length   36/6, alignment  3/ 9, fail:	106.438
Length   36/6, alignment  3/15, found:	95.6917
Length   36/6, alignment  3/15, fail:	108.21
Length   36/6, alignment  9/ 0, found:	89.5134
Length   36/6, alignment  9/ 0, fail:	108.077
Length   36/6, alignment  9/ 3, found:	94.731
Length   36/6, alignment  9/ 3, fail:	106.41
Length   36/6, alignment  9/ 9, found:	91.9937
Length   36/6, alignment  9/ 9, fail:	108.586
Length   36/6, alignment  9/15, found:	89.5154
Length   36/6, alignment  9/15, fail:	108.216
Length   36/6, alignment 15/ 0, found:	91.5229
Length   36/6, alignment 15/ 0, fail:	106.444
Length   36/6, alignment 15/ 3, found:	91.1921
Length   36/6, alignment 15/ 3, fail:	109.151
Length   36/6, alignment 15/ 9, found:	89.4775
Length   36/6, alignment 15/ 9, fail:	108.498
Length   36/6, alignment 15/15, found:	91.5449
Length   36/6, alignment 15/15, fail:	108.094
Length   42/6, alignment  0/ 0, found:	97.0154
Length   42/6, alignment  0/ 0, fail:	117.189
Length   42/6, alignment  0/ 3, found:	98.748
Length   42/6, alignment  0/ 3, fail:	116.424
Length   42/6, alignment  0/ 9, found:	96.9658
Length   42/6, alignment  0/ 9, fail:	116.574
Length   42/6, alignment  0/15, found:	98.8853
Length   42/6, alignment  0/15, fail:	114.404
Length   42/6, alignment  3/ 0, found:	94.061
Length   42/6, alignment  3/ 0, fail:	116.462
Length   42/6, alignment  3/ 3, found:	92.3057
Length   42/6, alignment  3/ 3, fail:	116.63
Length   42/6, alignment  3/ 9, found:	94.4209
Length   42/6, alignment  3/ 9, fail:	116.256
Length   42/6, alignment  3/15, found:	92.2766
Length   42/6, alignment  3/15, fail:	116.541
Length   42/6, alignment  9/ 0, found:	94.7925
Length   42/6, alignment  9/ 0, fail:	116.45
Length   42/6, alignment  9/ 3, found:	92.3398
Length   42/6, alignment  9/ 3, fail:	116.588
Length   42/6, alignment  9/ 9, found:	95.1428
Length   42/6, alignment  9/ 9, fail:	114.465
Length   42/6, alignment  9/15, found:	94.2915
Length   42/6, alignment  9/15, fail:	116.442
Length   42/6, alignment 15/ 0, found:	92.3328
Length   42/6, alignment 15/ 0, fail:	116.293
Length   42/6, alignment 15/ 3, found:	95.165
Length   42/6, alignment 15/ 3, fail:	114.482
Length   42/6, alignment 15/ 9, found:	94.3755
Length   42/6, alignment 15/ 9, fail:	116.435
Length   42/6, alignment 15/15, found:	94.052
Length   42/6, alignment 15/15, fail:	114.47
Length   28/7, alignment  0/ 0, found:	87.7681
Length   28/7, alignment  0/ 0, fail:	102.956
Length   28/7, alignment  0/ 3, found:	87.8296
Length   28/7, alignment  0/ 3, fail:	102.675
Length   28/7, alignment  0/ 9, found:	87.811
Length   28/7, alignment  0/ 9, fail:	102.288
Length   28/7, alignment  0/15, found:	89.8218
Length   28/7, alignment  0/15, fail:	100.59
Length   28/7, alignment  3/ 0, found:	89.4417
Length   28/7, alignment  3/ 0, fail:	102.724
Length   28/7, alignment  3/ 3, found:	87.7568
Length   28/7, alignment  3/ 3, fail:	102.584
Length   28/7, alignment  3/ 9, found:	89.5298
Length   28/7, alignment  3/ 9, fail:	100.594
Length   28/7, alignment  3/15, found:	89.5637
Length   28/7, alignment  3/15, fail:	102.492
Length   28/7, alignment  9/ 0, found:	93.1196
Length   28/7, alignment  9/ 0, fail:	102.454
Length   28/7, alignment  9/ 3, found:	94.6672
Length   28/7, alignment  9/ 3, fail:	100.603
Length   28/7, alignment  9/ 9, found:	95.3721
Length   28/7, alignment  9/ 9, fail:	102.887
Length   28/7, alignment  9/15, found:	93.1667
Length   28/7, alignment  9/15, fail:	102.282
Length   28/7, alignment 15/ 0, found:	89.8408
Length   28/7, alignment 15/ 0, fail:	100.585
Length   28/7, alignment 15/ 3, found:	89.9456
Length   28/7, alignment 15/ 3, fail:	102.614
Length   28/7, alignment 15/ 9, found:	87.6279
Length   28/7, alignment 15/ 9, fail:	102.306
Length   28/7, alignment 15/15, found:	89.6082
Length   28/7, alignment 15/15, fail:	100.59
Length   35/7, alignment  0/ 0, found:	91.207
Length   35/7, alignment  0/ 0, fail:	110.13
Length   35/7, alignment  0/ 3, found:	89.4727
Length   35/7, alignment  0/ 3, fail:	110.202
Length   35/7, alignment  0/ 9, found:	91.3066
Length   35/7, alignment  0/ 9, fail:	107.93
Length   35/7, alignment  0/15, found:	91.165
Length   35/7, alignment  0/15, fail:	109.861
Length   35/7, alignment  3/ 0, found:	93.7688
Length   35/7, alignment  3/ 0, fail:	109.657
Length   35/7, alignment  3/ 3, found:	96.373
Length   35/7, alignment  3/ 3, fail:	107.933
Length   35/7, alignment  3/ 9, found:	96.2954
Length   35/7, alignment  3/ 9, fail:	109.821
Length   35/7, alignment  3/15, found:	93.8992
Length   35/7, alignment  3/15, fail:	109.65
Length   35/7, alignment  9/ 0, found:	91.3726
Length   35/7, alignment  9/ 0, fail:	107.909
Length   35/7, alignment  9/ 3, found:	91.7056
Length   35/7, alignment  9/ 3, fail:	109.885
Length   35/7, alignment  9/ 9, found:	89.6719
Length   35/7, alignment  9/ 9, fail:	109.552
Length   35/7, alignment  9/15, found:	91.2617
Length   35/7, alignment  9/15, fail:	107.947
Length   35/7, alignment 15/ 0, found:	90.99
Length   35/7, alignment 15/ 0, fail:	110.076
Length   35/7, alignment 15/ 3, found:	89.5989
Length   35/7, alignment 15/ 3, fail:	110.044
Length   35/7, alignment 15/ 9, found:	91.4788
Length   35/7, alignment 15/ 9, fail:	107.912
Length   35/7, alignment 15/15, found:	91.5618
Length   35/7, alignment 15/15, fail:	110.438
Length   42/7, alignment  0/ 0, found:	96.626
Length   42/7, alignment  0/ 0, fail:	118.901
Length   42/7, alignment  0/ 3, found:	96.7183
Length   42/7, alignment  0/ 3, fail:	118.92
Length   42/7, alignment  0/ 9, found:	98.718
Length   42/7, alignment  0/ 9, fail:	116.864
Length   42/7, alignment  0/15, found:	98.6882
Length   42/7, alignment  0/15, fail:	118.893
Length   42/7, alignment  3/ 0, found:	94.0112
Length   42/7, alignment  3/ 0, fail:	118.431
Length   42/7, alignment  3/ 3, found:	96.1204
Length   42/7, alignment  3/ 3, fail:	118.983
Length   42/7, alignment  3/ 9, found:	93.8135
Length   42/7, alignment  3/ 9, fail:	118.939
Length   42/7, alignment  3/15, found:	95.7537
Length   42/7, alignment  3/15, fail:	119.254
Length   42/7, alignment  9/ 0, found:	93.9917
Length   42/7, alignment  9/ 0, fail:	118.601
Length   42/7, alignment  9/ 3, found:	95.6536
Length   42/7, alignment  9/ 3, fail:	116.402
Length   42/7, alignment  9/ 9, found:	96.2773
Length   42/7, alignment  9/ 9, fail:	118.311
Length   42/7, alignment  9/15, found:	93.8672
Length   42/7, alignment  9/15, fail:	118.704
Length   42/7, alignment 15/ 0, found:	95.9951
Length   42/7, alignment 15/ 0, fail:	118.145
Length   42/7, alignment 15/ 3, found:	96.4512
Length   42/7, alignment 15/ 3, fail:	116.397
Length   42/7, alignment 15/ 9, found:	96.0908
Length   42/7, alignment 15/ 9, fail:	118.512
Length   42/7, alignment 15/15, found:	93.8306
Length   42/7, alignment 15/15, fail:	119.135
Length   49/7, alignment  0/ 0, found:	97.3503
Length   49/7, alignment  0/ 0, fail:	123.385
Length   49/7, alignment  0/ 3, found:	96.9871
Length   49/7, alignment  0/ 3, fail:	125.177
Length   49/7, alignment  0/ 9, found:	96.9065
Length   49/7, alignment  0/ 9, fail:	126.041
Length   49/7, alignment  0/15, found:	95.2671
Length   49/7, alignment  0/15, fail:	125.785
Length   49/7, alignment  3/ 0, found:	97.1416
Length   49/7, alignment  3/ 0, fail:	122.716
Length   49/7, alignment  3/ 3, found:	96.9895
Length   49/7, alignment  3/ 3, fail:	125.293
Length   49/7, alignment  3/ 9, found:	96.9568
Length   49/7, alignment  3/ 9, fail:	124.833
Length   49/7, alignment  3/15, found:	95.2432
Length   49/7, alignment  3/15, fail:	124.813
Length   49/7, alignment  9/ 0, found:	97.1431
Length   49/7, alignment  9/ 0, fail:	122.66
Length   49/7, alignment  9/ 3, found:	97.0166
Length   49/7, alignment  9/ 3, fail:	124.108
Length   49/7, alignment  9/ 9, found:	97.5898
Length   49/7, alignment  9/ 9, fail:	124.631
Length   49/7, alignment  9/15, found:	95.271
Length   49/7, alignment  9/15, fail:	124.071
Length   49/7, alignment 15/ 0, found:	97.1987
Length   49/7, alignment 15/ 0, fail:	122.785
Length   49/7, alignment 15/ 3, found:	96.9487
Length   49/7, alignment 15/ 3, fail:	124.596
Length   49/7, alignment 15/ 9, found:	95.2466
Length   49/7, alignment 15/ 9, fail:	125.696
Length   49/7, alignment 15/15, found:	95.2378
Length   49/7, alignment 15/15, fail:	124.406
Length   32/8, alignment  0/ 0, found:	92.5034
Length   32/8, alignment  0/ 0, fail:	106.595
Length   32/8, alignment  0/ 3, found:	92.5159
Length   32/8, alignment  0/ 3, fail:	108.445
Length   32/8, alignment  0/ 9, found:	91.8142
Length   32/8, alignment  0/ 9, fail:	108.606
Length   32/8, alignment  0/15, found:	93.1057
Length   32/8, alignment  0/15, fail:	106.432
Length   32/8, alignment  3/ 0, found:	92.1833
Length   32/8, alignment  3/ 0, fail:	111.351
Length   32/8, alignment  3/ 3, found:	89.9077
Length   32/8, alignment  3/ 3, fail:	112.519
Length   32/8, alignment  3/ 9, found:	93.0696
Length   32/8, alignment  3/ 9, fail:	106.505
Length   32/8, alignment  3/15, found:	92.8601
Length   32/8, alignment  3/15, fail:	108.375
Length   32/8, alignment  9/ 0, found:	90.5044
Length   32/8, alignment  9/ 0, fail:	108.391
Length   32/8, alignment  9/ 3, found:	92.6067
Length   32/8, alignment  9/ 3, fail:	106.437
Length   32/8, alignment  9/ 9, found:	92.4526
Length   32/8, alignment  9/ 9, fail:	108.355
Length   32/8, alignment  9/15, found:	90.6716
Length   32/8, alignment  9/15, fail:	107.944
Length   32/8, alignment 15/ 0, found:	92.678
Length   32/8, alignment 15/ 0, fail:	106.45
Length   32/8, alignment 15/ 3, found:	91.9546
Length   32/8, alignment 15/ 3, fail:	108.892
Length   32/8, alignment 15/ 9, found:	90.1345
Length   32/8, alignment 15/ 9, fail:	108.442
Length   32/8, alignment 15/15, found:	92.6128
Length   32/8, alignment 15/15, fail:	106.536
Length   40/8, alignment  0/ 0, found:	100.293
Length   40/8, alignment  0/ 0, fail:	116.979
Length   40/8, alignment  0/ 3, found:	100.731
Length   40/8, alignment  0/ 3, fail:	116.409
Length   40/8, alignment  0/ 9, found:	98.7578
Length   40/8, alignment  0/ 9, fail:	116.969
Length   40/8, alignment  0/15, found:	100.756
Length   40/8, alignment  0/15, fail:	114.381
Length   40/8, alignment  3/ 0, found:	100.315
Length   40/8, alignment  3/ 0, fail:	116.437
Length   40/8, alignment  3/ 3, found:	98.8076
Length   40/8, alignment  3/ 3, fail:	116.467
Length   40/8, alignment  3/ 9, found:	100.501
Length   40/8, alignment  3/ 9, fail:	116.69
Length   40/8, alignment  3/15, found:	101.179
Length   40/8, alignment  3/15, fail:	114.392
Length   40/8, alignment  9/ 0, found:	96.0791
Length   40/8, alignment  9/ 0, fail:	116.605
Length   40/8, alignment  9/ 3, found:	94.3059
Length   40/8, alignment  9/ 3, fail:	116.606
Length   40/8, alignment  9/ 9, found:	96.0696
Length   40/8, alignment  9/ 9, fail:	114.41
Length   40/8, alignment  9/15, found:	95.884
Length   40/8, alignment  9/15, fail:	116.364
Length   40/8, alignment 15/ 0, found:	94.2952
Length   40/8, alignment 15/ 0, fail:	114.482
Length   40/8, alignment 15/ 3, found:	94.2732
Length   40/8, alignment 15/ 3, fail:	116.642
Length   40/8, alignment 15/ 9, found:	96.2202
Length   40/8, alignment 15/ 9, fail:	114.413
Length   40/8, alignment 15/15, found:	96.1707
Length   40/8, alignment 15/15, fail:	116.381
Length   48/8, alignment  0/ 0, found:	99.5283
Length   48/8, alignment  0/ 0, fail:	126.263
Length   48/8, alignment  0/ 3, found:	101.142
Length   48/8, alignment  0/ 3, fail:	126.332
Length   48/8, alignment  0/ 9, found:	98.4465
Length   48/8, alignment  0/ 9, fail:	124.492
Length   48/8, alignment  0/15, found:	101.282
Length   48/8, alignment  0/15, fail:	125.844
Length   48/8, alignment  3/ 0, found:	99.4351
Length   48/8, alignment  3/ 0, fail:	125.771
Length   48/8, alignment  3/ 3, found:	101.014
Length   48/8, alignment  3/ 3, fail:	125.98
Length   48/8, alignment  3/ 9, found:	100.971
Length   48/8, alignment  3/ 9, fail:	124.489
Length   48/8, alignment  3/15, found:	100.801
Length   48/8, alignment  3/15, fail:	125.714
Length   48/8, alignment  9/ 0, found:	99.1733
Length   48/8, alignment  9/ 0, fail:	125.915
Length   48/8, alignment  9/ 3, found:	101.28
Length   48/8, alignment  9/ 3, fail:	125.766
Length   48/8, alignment  9/ 9, found:	100.405
Length   48/8, alignment  9/ 9, fail:	123.646
Length   48/8, alignment  9/15, found:	100.593
Length   48/8, alignment  9/15, fail:	126.121
Length   48/8, alignment 15/ 0, found:	101.336
Length   48/8, alignment 15/ 0, fail:	126.207
Length   48/8, alignment 15/ 3, found:	98.4109
Length   48/8, alignment 15/ 3, fail:	126.056
Length   48/8, alignment 15/ 9, found:	100.755
Length   48/8, alignment 15/ 9, fail:	124.395
Length   48/8, alignment 15/15, found:	100.907
Length   48/8, alignment 15/15, fail:	126.332
Length   56/8, alignment  0/ 0, found:	104.981
Length   56/8, alignment  0/ 0, fail:	134.232
Length   56/8, alignment  0/ 3, found:	102.457
Length   56/8, alignment  0/ 3, fail:	133.601
Length   56/8, alignment  0/ 9, found:	105.089
Length   56/8, alignment  0/ 9, fail:	134.106
Length   56/8, alignment  0/15, found:	105.774
Length   56/8, alignment  0/15, fail:	131.827
Length   56/8, alignment  3/ 0, found:	105.144
Length   56/8, alignment  3/ 0, fail:	134.202
Length   56/8, alignment  3/ 3, found:	104.995
Length   56/8, alignment  3/ 3, fail:	133.721
Length   56/8, alignment  3/ 9, found:	103.192
Length   56/8, alignment  3/ 9, fail:	134.173
Length   56/8, alignment  3/15, found:	105.119
Length   56/8, alignment  3/15, fail:	133.387
Length   56/8, alignment  9/ 0, found:	105.67
Length   56/8, alignment  9/ 0, fail:	132.389
Length   56/8, alignment  9/ 3, found:	105.129
Length   56/8, alignment  9/ 3, fail:	133.926
Length   56/8, alignment  9/ 9, found:	105.212
Length   56/8, alignment  9/ 9, fail:	133.75
Length   56/8, alignment  9/15, found:	103.156
Length   56/8, alignment  9/15, fail:	133.964
Length   56/8, alignment 15/ 0, found:	105.117
Length   56/8, alignment 15/ 0, fail:	133.904
Length   56/8, alignment 15/ 3, found:	105.961
Length   56/8, alignment 15/ 3, fail:	131.779
Length   56/8, alignment 15/ 9, found:	105.439
Length   56/8, alignment 15/ 9, fail:	134.032
Length   56/8, alignment 15/15, found:	104.783
Length   56/8, alignment 15/15, fail:	133.617
Length   36/9, alignment  0/ 0, found:	93.4541
Length   36/9, alignment  0/ 0, fail:	111.764
Length   36/9, alignment  0/ 3, found:	95.3674
Length   36/9, alignment  0/ 3, fail:	111.262
Length   36/9, alignment  0/ 9, found:	95.0479
Length   36/9, alignment  0/ 9, fail:	111.234
Length   36/9, alignment  0/15, found:	93.3389
Length   36/9, alignment  0/15, fail:	112.389
Length   36/9, alignment  3/ 0, found:	98.5266
Length   36/9, alignment  3/ 0, fail:	112.86
Length   36/9, alignment  3/ 3, found:	96.8113
Length   36/9, alignment  3/ 3, fail:	113.452
Length   36/9, alignment  3/ 9, found:	98.7512
Length   36/9, alignment  3/ 9, fail:	111.883
Length   36/9, alignment  3/15, found:	96.9827
Length   36/9, alignment  3/15, fail:	111.795
Length   36/9, alignment  9/ 0, found:	95.6458
Length   36/9, alignment  9/ 0, fail:	109.555
Length   36/9, alignment  9/ 3, found:	94.8718
Length   36/9, alignment  9/ 3, fail:	113.013
Length   36/9, alignment  9/ 9, found:	92.8582
Length   36/9, alignment  9/ 9, fail:	112.771
Length   36/9, alignment  9/15, found:	94.9285
Length   36/9, alignment  9/15, fail:	110.948
Length   36/9, alignment 15/ 0, found:	95.2356
Length   36/9, alignment 15/ 0, fail:	112.404
Length   36/9, alignment 15/ 3, found:	93.3457
Length   36/9, alignment 15/ 3, fail:	112.559
Length   36/9, alignment 15/ 9, found:	94.8198
Length   36/9, alignment 15/ 9, fail:	112.439
Length   36/9, alignment 15/15, found:	93.3782
Length   36/9, alignment 15/15, fail:	112.864
Length   45/9, alignment  0/ 0, found:	102.902
Length   45/9, alignment  0/ 0, fail:	123.16
Length   45/9, alignment  0/ 3, found:	102.713
Length   45/9, alignment  0/ 3, fail:	122.328
Length   45/9, alignment  0/ 9, found:	103.843
Length   45/9, alignment  0/ 9, fail:	122.185
Length   45/9, alignment  0/15, found:	101.633
Length   45/9, alignment  0/15, fail:	122.674
Length   45/9, alignment  3/ 0, found:	98.3811
Length   45/9, alignment  3/ 0, fail:	123.35
Length   45/9, alignment  3/ 3, found:	96.3101
Length   45/9, alignment  3/ 3, fail:	122.316
Length   45/9, alignment  3/ 9, found:	98.5422
Length   45/9, alignment  3/ 9, fail:	120.54
Length   45/9, alignment  3/15, found:	96.3066
Length   45/9, alignment  3/15, fail:	123.239
Length   45/9, alignment  9/ 0, found:	98.0037
Length   45/9, alignment  9/ 0, fail:	122.666
Length   45/9, alignment  9/ 3, found:	96.3079
Length   45/9, alignment  9/ 3, fail:	122.295
Length   45/9, alignment  9/ 9, found:	98.0728
Length   45/9, alignment  9/ 9, fail:	120.522
Length   45/9, alignment  9/15, found:	98.3291
Length   45/9, alignment  9/15, fail:	125.443
Length   45/9, alignment 15/ 0, found:	99.4731
Length   45/9, alignment 15/ 0, fail:	127.325
Length   45/9, alignment 15/ 3, found:	96.2551
Length   45/9, alignment 15/ 3, fail:	122.872
Length   45/9, alignment 15/ 9, found:	98.6274
Length   45/9, alignment 15/ 9, fail:	120.539
Length   45/9, alignment 15/15, found:	98.5024
Length   45/9, alignment 15/15, fail:	122.3
Length   54/9, alignment  0/ 0, found:	104.033
Length   54/9, alignment  0/ 0, fail:	133.507
Length   54/9, alignment  0/ 3, found:	102.649
Length   54/9, alignment  0/ 3, fail:	134.994
Length   54/9, alignment  0/ 9, found:	104.638
Length   54/9, alignment  0/ 9, fail:	134.421
Length   54/9, alignment  0/15, found:	104.719
Length   54/9, alignment  0/15, fail:	132.973
Length   54/9, alignment  3/ 0, found:	104.328
Length   54/9, alignment  3/ 0, fail:	134.034
